PNword	review
설치	윈도우 외 드라이버 는 AMD 홈페이지 가 서 설치 하 아야 하 ㅂ니다
설치	윈도우 설치 하 ᆯ 때 조금 고생 하 ᆫ게 있 어서 공유 차 글 을 남기 ㅂ니다
설치	이후 설치 하 시 기 전 에 복구 메뉴 들어가 시 어서 gpt 로 설정 바꾸 시 어야지 윈도우 설치 되 ㅂ니다 , 그리고 다른 노트북 과 달리 fn 키 의 기능 이 바뀌 어 있 습니다 
설치	이후 설치 하 시 기 전 에 복구 메뉴 들어가 시 어서 gpt 로 설정 바꾸 시 어야지 윈도우 설치 되 ㅂ니다 , 그리고 다른 노트북 과 달리 fn 키 의 기능 이 바뀌 어 있 습니다
설치	제품 받 자마자 윈도우 설치 까지 잘 마치 었 습니다
설치	참고 로 윈도우 설치 하 시 ᆯ 때 usb 꼽 으시 고
깔	생각 보다 더 빨리 도착 하 아서 윈도우 깔 고 처음 쓰 어 보 는데 제 가 사용 하 던 것 에 비하 아 속도 예술 적 으로 빠르 네요
설치	윈도우 설치 시 바이오스 에서 hot key 사용 을 해제 하 아야 shift + f 10 이 누르 어 지 어서 설치 가 가능 하 았었 습니다 
설치	윈도우 설치 시 바이오스 에서 hot key 사용 을 해제 하 아야 shift + f 10 이 누르 어 지 어서 설치 가 가능 하 았었 습니다
기본	드라이버 는 기본 AMD 칩 셋 을 먼저 설치 하 고 나머지 는 윈도우 업데이트 로 처리 하 았 습니다 
설치	드라이버 는 기본 AMD 칩 셋 을 먼저 설치 하 고 나머지 는 윈도우 업데이트 로 처리 하 았 습니다
설치	설치 ㅎ ㅜ 에 보유 하 고 있 던 윈도우 인증 을 하 았 고 MS 오피스 와 한글 을 설치 하 았 구요 
설치	설치 ㅎ ㅜ 에 보유 하 고 있 던 윈도우 인증 을 하 았 고 MS 오피스 와 한글 을 설치 하 았 구요
깔	원래 실버 로 구매 하 려다 네이비 로 택하 았 는데 정말 잘 하 ᆫ 선택 이 라고 보 ㅂ니다 실물 이 예술 이 ㅂ니다 윈도우 깔 아 주 고 실행 하 ᆫ 모습 도 예술 이 ㅂ니다 이런 게 바로 가성비 갑 이 아니 ᆯ까 싶 네요
설치	프리도스 이 라 윈도우 설치 하 는데 좀 벅차 았 는데 설치 하 고 사용 하 아 보 니깐 좋 네 용 
설치	프리도스 이 라 윈도우 설치 하 는데 좀 벅차 았 는데 설치 하 고 사용 하 아 보 니깐 좋 네 용
설치	윈도우 설치 하 는데 하드 포 멧 이 안 되 어서 고생 하 았 네요 [ G마켓 안드로이드 앱 에서 작성 ]
깔	윈도우 깔 고 있 는데 성능 은 보 ᆯ 것 도 없 겠 지요
설치	？ ？ 이 로 포장 잘 되 어 오 아서 좋 았 어요 충전기 도 일체형 이 라 휴대 하 지 좋 을 것 같 아 요다 만 윈도우 설치 시 문제 가 있 었 는데요 검색 하 아 보 니 shift + f 10 을 누르 어야 하 는데 반응 이 없 더라구요 찾아보 니 레노버 는 fn 을 함께 누르 어야 하 ᆫ다고 하 ㅂ니다
설치	받 자마자 윈도우 설치 하 고 잘 사용 중 이 네요 너무 마음 에 드 ㅂ니다 잘 쓰 ᆯ게요
설치	가성비 제품 을 찾 다가 레노버 제품 을 보 게 되 었 습니다 부풀 ᆫ 마음 으로 얼 ᆫ 박싱 을 하 고 윈도우 를 설치 하 고 이것저것 유틸리티 ？ 설 하 고 있 는데 발견 되 ᆫ 불량화소
설치	주말 에 켜 어서 윈도우 설치 하 아 보 아야 하 겠 습니다
설치	가성비 좋 은 제품 으로 후기 평 들 도 좋 아 구매 하 았 는데 , 윈도우 설치 ㅎ ㅜ 아직 충분 하 ᆫ 사용 을 해보 지 는 못하 았 지만 , 어느 정도 만족스럽 습니다
설치	상판 이 알루미늄 소재 이 라 고급스럽 고 , 가성비 는 최고 이 ㅂ니다 윈도우 설치 가 예전 에 비하 아 많이 쉬 어 지 었 군요
설치	참고 로 윈도우 설치 하 ᆯ 때 드라이버 때문 에 살짝 애 를 먹 었 는데 , 윈도우10 최신 버전 ( 1903 ) 에 제 조사 에서 제공 하 는 드라이버 를 쓰 면 한방 에 해결 되 ᆫ다
